# TRACKC++ version(Aug 25 2014 16:45:52)
# Accelerator Physics Group - LNLS
# Campinas BRAZIL
# contact: xresende@gmail.com
# [closed-orbit]
# ebeam_energy[eV] : 3000000000.000000
# harmonic_number  : 864
# cavity_state     : on
# radiation_state  : on
# chamber_state    : on

# idx fam_name        s[m]                   rx[m]                  ry[m]                  de                     px[rad]                py[rad]                dl[m]                 
# --- --------------- ---------------------- ---------------------- ---------------------- ---------------------- ---------------------- ---------------------- ----------------------
01761 d12             +3.228167919999999E+02 -1.732955717139167E-07 +0.000000000000000E+00 -2.806623742722998E-06 +1.579849052842159E-07 +0.000000000000000E+00 -1.898887580351220E-02
01762 BPM             +3.229367919999999E+02 -1.543373298711591E-07 +0.000000000000000E+00 -2.806623742722998E-06 +1.579849052842159E-07 +0.000000000000000E+00 -1.898887580351070E-02
01763 d44             +3.229367919999999E+02 -1.543373298711591E-07 +0.000000000000000E+00 -2.806623742722998E-06 +1.579849052842159E-07 +0.000000000000000E+00 -1.898887580351070E-02
01764 b3              +3.233767919999999E+02 -8.482377644771463E-08 +0.000000000000000E+00 -2.806623742722998E-06 +1.579849052842159E-07 +0.000000000000000E+00 -1.898887580350521E-02
01765 mb3             +3.235907974999998E+02 -5.610021373677326E-08 +0.000000000000000E+00 -3.083218172967925E-06 +1.107338857945049E-07 +0.000000000000000E+00 -1.898887667228931E-02
01766 b3              +3.235907974999998E+02 -5.610021373677326E-08 +0.000000000000000E+00 -3.083218172967925E-06 +1.107338857945049E-07 +0.000000000000000E+00 -1.898887667228931E-02
01767 d13             +3.238048029999998E+02 -3.739351112445801E-08 +0.000000000000000E+00 -3.359812275161390E-06 +6.400579280474424E-08 +0.000000000000000E+00 -1.898887724524989E-02
01768 bc              +3.239348029999998E+02 -2.907273010357905E-08 +0.000000000000000E+00 -3.359812275161390E-06 +6.400579280474424E-08 +0.000000000000000E+00 -1.898887724524963E-02
01769 mc              +3.239974999999998E+02 -2.635081978334830E-08 +0.000000000000000E+00 -4.264783119909101E-06 +2.104675262605711E-08 +0.000000000000000E+00 -1.898887758108387E-02
01770 bc              +3.239974999999998E+02 -2.635081978334830E-08 +0.000000000000000E+00 -4.264783119909101E-06 +2.104675262605711E-08 +0.000000000000000E+00 -1.898887758108387E-02
01771 d13             +3.240601969999998E+02 -2.666471389162868E-08 +0.000000000000000E+00 -5.169752326930366E-06 -3.296581924960250E-08 +0.000000000000000E+00 -1.898887790150249E-02
01772 b3              +3.241901969999998E+02 -3.095029254945724E-08 +0.000000000000000E+00 -5.169752326930366E-06 -3.296581924960250E-08 +0.000000000000000E+00 -1.898887790150242E-02
01773 mb3             +3.244042024999998E+02 -4.552945496645969E-08 +0.000000000000000E+00 -5.446345208831387E-06 -1.042397897059207E-07 +0.000000000000000E+00 -1.898887836284701E-02
01774 b3              +3.244042024999998E+02 -4.552945496645969E-08 +0.000000000000000E+00 -5.446345208831387E-06 -1.042397897059207E-07 +0.000000000000000E+00 -1.898887836284701E-02
01775 d44             +3.246182079999998E+02 -7.607791553272530E-08 +0.000000000000000E+00 -5.722938103383969E-06 -1.827268496369384E-07 +0.000000000000000E+00 -1.898887910415925E-02
01776 BPM             +3.250582079999998E+02 -1.564781894987696E-07 +0.000000000000000E+00 -5.722938103383969E-06 -1.827268496369384E-07 +0.000000000000000E+00 -1.898887910415190E-02
01777 d12             +3.250582079999998E+02 -1.564781894987696E-07 +0.000000000000000E+00 -5.722938103383969E-06 -1.827268496369384E-07 +0.000000000000000E+00 -1.898887910415190E-02
01778 hcm             +3.251782079999998E+02 -1.784055369440544E-07 +0.000000000000000E+00 -5.722938103383969E-06 -1.827268496369384E-07 +0.000000000000000E+00 -1.898887910414990E-02
01779 d15             +3.251782079999998E+02 -1.784055369440544E-07 +0.000000000000000E+00 -5.722938103383969E-06 -1.827268496369384E-07 +0.000000000000000E+00 -1.898887910414990E-02
01780 qf4             +3.253282079999998E+02 -2.058147212506604E-07 +0.000000000000000E+00 -5.722938103383969E-06 -1.827268496369384E-07 +0.000000000000000E+00 -1.898887910414740E-02
01781 d20             +3.255782079999998E+02 -2.330484695604083E-07 +0.000000000000000E+00 -5.722938103418527E-06 -3.206074259542896E-08 +0.000000000000000E+00 -1.898887910414567E-02
01782 sf2             +3.257782079999998E+02 -2.394606547760332E-07 +0.000000000000000E+00 -5.722938103418527E-06 -3.206074259542896E-08 +0.000000000000000E+00 -1.898887910414556E-02
01783 d11             +3.259282079999998E+02 -2.442699027714114E-07 +0.000000000000000E+00 -5.722938103418527E-06 -3.206220673992631E-08 +0.000000000000000E+00 -1.898887910414549E-02
01784 BPM             +3.260382079999998E+02 -2.477967656968215E-07 +0.000000000000000E+00 -5.722938103418527E-06 -3.206220673992631E-08 +0.000000000000000E+00 -1.898887910414544E-02
01785 d12             +3.260382079999998E+02 -2.477967656968215E-07 +0.000000000000000E+00 -5.722938103418527E-06 -3.206220673992631E-08 +0.000000000000000E+00 -1.898887910414544E-02
01786 qf3             +3.261582079999998E+02 -2.516442525245416E-07 +0.000000000000000E+00 -5.722938103418527E-06 -3.206220673992631E-08 +0.000000000000000E+00 -1.898887910414538E-02
01787 d17             +3.264082079999998E+02 -2.355654557153348E-07 +0.000000000000000E+00 -5.722938103473835E-06 +1.586213367765635E-07 +0.000000000000000E+00 -1.898887910414448E-02
01788 sd3             +3.265782079999998E+02 -2.085996741398201E-07 +0.000000000000000E+00 -5.722938103473835E-06 +1.586213367765635E-07 +0.000000000000000E+00 -1.898887910414234E-02
01789 d26             +3.267282079999998E+02 -1.848062717334410E-07 +0.000000000000000E+00 -5.722938103473835E-06 +1.586221791430798E-07 +0.000000000000000E+00 -1.898887910414047E-02
01790 vcm             +3.269882079999998E+02 -1.435642691308121E-07 +0.000000000000000E+00 -5.722938103473835E-06 +1.586221791430798E-07 +0.000000000000000E+00 -1.898887910413720E-02
01791 crhv            +3.269882079999998E+02 -1.435642691308121E-07 +0.000000000000000E+00 -5.722938103473835E-06 +1.586221791430798E-07 +0.000000000000000E+00 -1.898887910413720E-02
01792 d18             +3.269882079999998E+02 -1.435642691308121E-07 +0.000000000000000E+00 -5.722938103473835E-06 +1.586221791430798E-07 +0.000000000000000E+00 -1.898887910413720E-02
01793 b2              +3.271682079999998E+02 -1.150121134828382E-07 +0.000000000000000E+00 -5.722938103473835E-06 +1.586221791430798E-07 +0.000000000000000E+00 -1.898887910413493E-02
01794 mb2             +3.277823389999998E+02 -9.599114484245764E-08 +0.000000000000000E+00 -6.516670645357277E-06 -9.964755167398305E-08 +0.000000000000000E+00 -1.898888241165305E-02
01795 b2              +3.277823389999998E+02 -9.599114484245764E-08 +0.000000000000000E+00 -6.516670645357277E-06 -9.964755167398305E-08 +0.000000000000000E+00 -1.898888241165305E-02
01796 d20             +3.283964699999997E+02 -2.493737045474968E-07 +0.000000000000000E+00 -7.310403286995135E-06 -4.172281484569454E-07 +0.000000000000000E+00 -1.898888801722780E-02
01797 hcm             +3.285964699999997E+02 -3.328199442645510E-07 +0.000000000000000E+00 -7.310403286995135E-06 -4.172281484569454E-07 +0.000000000000000E+00 -1.898888801721040E-02
01798 d12             +3.285964699999997E+02 -3.328199442645510E-07 +0.000000000000000E+00 -7.310403286995135E-06 -4.172281484569454E-07 +0.000000000000000E+00 -1.898888801721040E-02
01799 sd2             +3.287164699999997E+02 -3.828876880947835E-07 +0.000000000000000E+00 -7.310403286995135E-06 -4.172281484569454E-07 +0.000000000000000E+00 -1.898888801719995E-02
01800 d17             +3.288664699999997E+02 -4.454722170214512E-07 +0.000000000000000E+00 -7.310403286995135E-06 -4.172260305156629E-07 +0.000000000000000E+00 -1.898888801718690E-02
01801 qf2             +3.290364699999997E+02 -5.164011607282972E-07 +0.000000000000000E+00 -7.310403286995135E-06 -4.172260305156629E-07 +0.000000000000000E+00 -1.898888801717211E-02
01802 d20             +3.292864699999997E+02 -5.639106761699530E-07 +0.000000000000000E+00 -7.310403287318553E-06 +4.381597361134440E-08 +0.000000000000000E+00 -1.898888801716536E-02
01803 sf1             +3.294864699999997E+02 -5.551474173847283E-07 +0.000000000000000E+00 -7.310403287318553E-06 +4.381597361134440E-08 +0.000000000000000E+00 -1.898888801716517E-02
01804 d11             +3.296364699999997E+02 -5.485756088185964E-07 +0.000000000000000E+00 -7.310403287318553E-06 +4.380753353844240E-08 +0.000000000000000E+00 -1.898888801716500E-02
01805 BPM             +3.297464699999997E+02 -5.437567449015291E-07 +0.000000000000000E+00 -7.310403287318553E-06 +4.380753353844240E-08 +0.000000000000000E+00 -1.898888801716489E-02
01806 d12             +3.297464699999997E+02 -5.437567449015291E-07 +0.000000000000000E+00 -7.310403287318553E-06 +4.380753353844240E-08 +0.000000000000000E+00 -1.898888801716489E-02
01807 qf1             +3.298664699999997E+02 -5.384998024465466E-07 +0.000000000000000E+00 -7.310403287318553E-06 +4.380753353844240E-08 +0.000000000000000E+00 -1.898888801716478E-02
01808 d17             +3.301164699999997E+02 -4.884587105999855E-07 +0.000000000000000E+00 -7.310403287462687E-06 +3.515690657134026E-07 +0.000000000000000E+00 -1.898888801715877E-02
01809 sd1             +3.302864699999997E+02 -4.286915325065319E-07 +0.000000000000000E+00 -7.310403287462687E-06 +3.515690657134026E-07 +0.000000000000000E+00 -1.898888801714827E-02
01810 d15             +3.304364699999997E+02 -3.759554991643241E-07 +0.000000000000000E+00 -7.310403287462687E-06 +3.515727447108858E-07 +0.000000000000000E+00 -1.898888801713900E-02
01811 hcm             +3.305864699999997E+02 -3.232192019340906E-07 +0.000000000000000E+00 -7.310403287462687E-06 +3.515727447108858E-07 +0.000000000000000E+00 -1.898888801712973E-02
01812 d12             +3.305864699999997E+02 -3.232192019340906E-07 +0.000000000000000E+00 -7.310403287462687E-06 +3.515727447108858E-07 +0.000000000000000E+00 -1.898888801712973E-02
01813 vcm             +3.307064699999997E+02 -2.810301641499038E-07 +0.000000000000000E+00 -7.310403287462687E-06 +3.515727447108858E-07 +0.000000000000000E+00 -1.898888801712232E-02
01814 d22             +3.307064699999997E+02 -2.810301641499038E-07 +0.000000000000000E+00 -7.310403287462687E-06 +3.515727447108858E-07 +0.000000000000000E+00 -1.898888801712232E-02
01815 BPM             +3.309264699999997E+02 -2.036835948788947E-07 +0.000000000000000E+00 -7.310403287462687E-06 +3.515727447108858E-07 +0.000000000000000E+00 -1.898888801710872E-02
01816 d10             +3.309264699999997E+02 -2.036835948788947E-07 +0.000000000000000E+00 -7.310403287462687E-06 +3.515727447108858E-07 +0.000000000000000E+00 -1.898888801710872E-02
01817 b1              +3.310264699999997E+02 -1.685260633920723E-07 +0.000000000000000E+00 -7.310403287462687E-06 +3.515727447108858E-07 +0.000000000000000E+00 -1.898888801710254E-02
01818 mb1             +3.314405099999997E+02 -6.825647218329603E-08 +0.000000000000000E+00 -7.845527710555486E-06 +1.362214476599784E-07 +0.000000000000000E+00 -1.898889069664650E-02
01819 b1              +3.314405099999997E+02 -6.825647218329603E-08 +0.000000000000000E+00 -7.845527710555486E-06 +1.362214476599784E-07 +0.000000000000000E+00 -1.898889069664650E-02
01820 d17             +3.318545499999997E+02 -5.499821158000588E-08 +0.000000000000000E+00 -8.380650752633972E-06 -7.369549583491183E-08 +0.000000000000000E+00 -1.898889201015658E-02
01821 sb1             +3.320245499999997E+02 -6.752655086757698E-08 +0.000000000000000E+00 -8.380650752633972E-06 -7.369549583491183E-08 +0.000000000000000E+00 -1.898889201015612E-02
01822 d17             +3.321745499999997E+02 -7.858096175812796E-08 +0.000000000000000E+00 -8.380650752633972E-06 -7.369540979898765E-08 +0.000000000000000E+00 -1.898889201015571E-02
01823 qbd1            +3.323445499999997E+02 -9.110928641946937E-08 +0.000000000000000E+00 -8.380650752633972E-06 -7.369540979898765E-08 +0.000000000000000E+00 -1.898889201015524E-02
01824 d23             +3.324845499999997E+02 -1.041883425339602E-07 +0.000000000000000E+00 -8.380650752638397E-06 -1.140510397285686E-07 +0.000000000000000E+00 -1.898889201015462E-02
01825 qbf             +3.327145499999997E+02 -1.304203015124177E-07 +0.000000000000000E+00 -8.380650752638397E-06 -1.140510397285686E-07 +0.000000000000000E+00 -1.898889201015313E-02
01826 d12             +3.330545499999997E+02 -1.380158904977961E-07 +0.000000000000000E+00 -8.380650752676730E-06 +7.106406543278977E-08 +0.000000000000000E+00 -1.898889201015254E-02
01827 BPM             +3.331745499999997E+02 -1.294881311776887E-07 +0.000000000000000E+00 -8.380650752676730E-06 +7.106406543278977E-08 +0.000000000000000E+00 -1.898889201015224E-02
01828 d12             +3.331745499999997E+02 -1.294881311776887E-07 +0.000000000000000E+00 -8.380650752676730E-06 +7.106406543278977E-08 +0.000000000000000E+00 -1.898889201015224E-02
01829 sb2             +3.332945499999997E+02 -1.209603718575814E-07 +0.000000000000000E+00 -8.380650752676730E-06 +7.106406543278977E-08 +0.000000000000000E+00 -1.898889201015194E-02
01830 d12             +3.334445499999997E+02 -1.103006830344533E-07 +0.000000000000000E+00 -8.380650752676730E-06 +7.106393184273485E-08 +0.000000000000000E+00 -1.898889201015155E-02
01831 hcm             +3.335645499999997E+02 -1.017729397452869E-07 +0.000000000000000E+00 -8.380650752676730E-06 +7.106393184273485E-08 +0.000000000000000E+00 -1.898889201015125E-02
01832 d12             +3.335645499999997E+02 -1.017729397452869E-07 +0.000000000000000E+00 -8.380650752676730E-06 +7.106393184273485E-08 +0.000000000000000E+00 -1.898889201015125E-02
01833 vcm             +3.336845499999997E+02 -9.324519645612054E-08 +0.000000000000000E+00 -8.380650752676730E-06 +7.106393184273485E-08 +0.000000000000000E+00 -1.898889201015095E-02
01834 d12             +3.336845499999997E+02 -9.324519645612054E-08 +0.000000000000000E+00 -8.380650752676730E-06 +7.106393184273485E-08 +0.000000000000000E+00 -1.898889201015095E-02
01835 qbd2            +3.338045499999997E+02 -8.471745316695414E-08 +0.000000000000000E+00 -8.380650752676730E-06 +7.106393184273485E-08 +0.000000000000000E+00 -1.898889201015065E-02
01836 crhv            +3.339445499999997E+02 -7.794924500955941E-08 +0.000000000000000E+00 -8.380650752682182E-06 +2.624871040577525E-08 +0.000000000000000E+00 -1.898889201015047E-02
01837 d10             +3.339445499999997E+02 -7.794924500955941E-08 +0.000000000000000E+00 -8.380650752682182E-06 +2.624871040577525E-08 +0.000000000000000E+00 -1.898889201015047E-02
01838 dib             +3.340445499999997E+02 -7.532435197067007E-08 +0.000000000000000E+00 -8.380650752682182E-06 +2.624871040577525E-08 +0.000000000000000E+00 -1.898889201015044E-02
01839 id_endb         +3.359573999999997E+02 -2.511408547627520E-08 +0.000000000000000E+00 -8.380650752682182E-06 +2.624871040577525E-08 +0.000000000000000E+00 -1.898889201014978E-02
01840 dib             +3.359573999999997E+02 -2.511408547627520E-08 +0.000000000000000E+00 -8.380650752682182E-06 +2.624871040577525E-08 +0.000000000000000E+00 -1.898889201014978E-02
01841 mib             +3.369573999999997E+02 +1.134844912618275E-09 +0.000000000000000E+00 -8.380650752682182E-06 +2.624871040577525E-08 +0.000000000000000E+00 -1.898889201014943E-02
01842 dib             +3.369573999999997E+02 +1.134844912618275E-09 +0.000000000000000E+00 -8.380650752682182E-06 +2.624871040577525E-08 +0.000000000000000E+00 -1.898889201014943E-02
01843 id_endb         +3.379573999999997E+02 +2.738377530151175E-08 +0.000000000000000E+00 -8.380650752682182E-06 +2.624871040577525E-08 +0.000000000000000E+00 -1.898889201014909E-02
01844 dib             +3.379573999999997E+02 +2.738377530151175E-08 +0.000000000000000E+00 -8.380650752682182E-06 +2.624871040577525E-08 +0.000000000000000E+00 -1.898889201014909E-02
01845 d10             +3.398702499999997E+02 +7.759404179590661E-08 +0.000000000000000E+00 -8.380650752682182E-06 +2.624871040577525E-08 +0.000000000000000E+00 -1.898889201014843E-02
01846 crhv            +3.399702499999997E+02 +8.021893483479595E-08 +0.000000000000000E+00 -8.380650752682182E-06 +2.624871040577525E-08 +0.000000000000000E+00 -1.898889201014840E-02
01847 qbd2            +3.399702499999997E+02 +8.021893483479595E-08 +0.000000000000000E+00 -8.380650752682182E-06 +2.624871040577525E-08 +0.000000000000000E+00 -1.898889201014840E-02
01848 d12             +3.401102499999997E+02 +8.707582395003832E-08 +0.000000000000000E+00 -8.380650752687954E-06 +7.233897807721674E-08 +0.000000000000000E+00 -1.898889201014822E-02
01849 vcm             +3.402302499999997E+02 +9.575657406963935E-08 +0.000000000000000E+00 -8.380650752687954E-06 +7.233897807721674E-08 +0.000000000000000E+00 -1.898889201014790E-02
01850 d12             +3.402302499999997E+02 +9.575657406963935E-08 +0.000000000000000E+00 -8.380650752687954E-06 +7.233897807721674E-08 +0.000000000000000E+00 -1.898889201014790E-02
01851 hcm             +3.403502499999997E+02 +1.044373241892404E-07 +0.000000000000000E+00 -8.380650752687954E-06 +7.233897807721674E-08 +0.000000000000000E+00 -1.898889201014759E-02
01852 d12             +3.403502499999997E+02 +1.044373241892404E-07 +0.000000000000000E+00 -8.380650752687954E-06 +7.233897807721674E-08 +0.000000000000000E+00 -1.898889201014759E-02
01853 sb2             +3.404702499999997E+02 +1.131180743088414E-07 +0.000000000000000E+00 -8.380650752687954E-06 +7.233897807721674E-08 +0.000000000000000E+00 -1.898889201014728E-02
01854 d12             +3.406202499999997E+02 +1.239690017490055E-07 +0.000000000000000E+00 -8.380650752687954E-06 +7.233883767286216E-08 +0.000000000000000E+00 -1.898889201014690E-02
